Unnamed: 0,Date,Team,Acquired,Relinquished,Notes
9551,2006-12-12,Rockets,, Tracy McGrady,placed on IL with back spasms
9552,2006-12-12,Rockets, Bonzi Wells,,activated from IL
9553,2006-12-13,76ers,, Rodney Carney,placed on IL with flu / stomach virus
9554,2006-12-13,76ers, Bobby Jones (Ray),,activated from IL
9555,2006-12-13,Bobcats,, Othella Harrington,placed on IL
9556,2006-12-13,Bobcats, Brevin Knight,,activated from IL
9557,2006-12-13,Bulls,, P.J. Brown,placed on IL with right foot injury
9558,2006-12-13,Bulls, Viktor Khryapa,,activated from IL
9559,2006-12-13,Cavaliers,, Shannon Brown,placed on IL
9560,2006-12-13,Cavaliers, Drew Gooden,,activated from IL
9561,2006-12-13,Celtics,, Theo Ratliff,placed on IL with bulging disc in lower back (out for season)
9562,2006-12-13,Celtics, Wally Szczerbiak,,activated from IL
9563,2006-12-13,Clippers,, Corey Maggette,placed on IL with bruised left knee
9564,2006-12-13,Clippers, Chris Kaman,,activated from IL
9565,2006-12-13,Heat,, Dwyane Wade,placed on IL with removal of wisdom teeth
9566,2006-12-13,Heat, Gary Payton (Sr.),,activated from IL
9567,2006-12-13,Lakers,, Lamar Odom,placed on IL with sprained MCL in right knee
9568,2006-12-13,Lakers, Shammond Williams,,activated from IL
9569,2006-12-13,Magic,, Jameer Nelson,placed on IL with strained right groin
9570,2006-12-13,Magic, James Augustine,,activated from IL
9571,2006-12-13,Mavericks,, Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL
9572,2006-12-13,Mavericks, Austin Croshere,,activated from IL
9573,2006-12-13,Pacers,, David Harrison,placed on IL with left shoulder injury
9574,2006-12-13,Pacers,, Josh Powell,placed on IL
9575,2006-12-13,Pacers,, Rawle Marshall,placed on IL
9576,2006-12-13,Pacers, Al Harrington,,activated from IL
9577,2006-12-13,Pacers, Jermaine O'Neal,,activated from IL
9578,2006-12-13,Spurs,, Eric Williams,placed on IL
9579,2006-12-13,Spurs,, Jackie Butler,placed on IL
9580,2006-12-13,Spurs, Jacque Vaughn,,activated from IL
9581,2006-12-13,Spurs, Robert Horry,,activated from IL
9582,2006-12-13,Wizards,, Etan Thomas,placed on IL with sprained left ankle
9583,2006-12-13,Wizards, Andray Blatche,,activated from IL
9584,2006-12-14,Spurs,, Robert Horry,placed on IL
9585,2006-12-14,Spurs, Jackie Butler,,activated from IL
9586,2006-12-15,76ers,, Chris Webber,placed on IL with sprained right ankle
9587,2006-12-15,76ers, Rodney Carney,,activated from IL
9588,2006-12-15,Cavaliers,, Scot Pollard,placed on IL
9589,2006-12-15,Cavaliers, Ira Newble,,activated from IL
9590,2006-12-15,Clippers,, Yaroslav Korolev,placed on IL
9591,2006-12-15,Clippers, Corey Maggette,,activated from IL
9592,2006-12-15,Grizzlies,, Stromile Swift,placed on IL with left ankle injury
9593,2006-12-15,Grizzlies, Pau Gasol,,activated from IL
9594,2006-12-15,Mavericks,, Anthony Johnson,placed on IL with sprained right ankle
9595,2006-12-15,Mavericks, Jose Juan Barea / Jose Barea / J.J. Barea,,activated from IL
9596,2006-12-15,Nuggets,, Nene / Nene Hilario / Maybyner Hilario,placed on IL
9597,2006-12-15,Nuggets, Joe Smith (Leynard),,activated from IL
9598,2006-12-15,Pacers,, Orien Greene,placed on IL
9599,2006-12-15,Pacers, Josh Powell,,activated from IL
9600,2006-12-15,Suns,, Pat Burke,placed on IL
9601,2006-12-15,Suns, Sean Marks,,activated from IL
9602,2006-12-15,Warriors,, Troy Murphy,placed on IL with sore left Achilles tendon
9603,2006-12-15,Warriors, Ike Diogu,,activated from IL
9604,2006-12-16,Bobcats,, Brevin Knight,placed on IL with strained groin
9605,2006-12-16,Bobcats, Othella Harrington,,activated from IL
9606,2006-12-16,Bucks,, Charlie Villanueva,placed on IL with right shoulder tendinitis
9607,2006-12-16,Bucks, Chris McCray,,activated from IL
9608,2006-12-16,Bulls,, Chris Duhon,placed on IL with bruised left thigh
9609,2006-12-16,Bulls, Andre Barrett,,activated from IL
9610,2006-12-16,Hawks,, Tyronn Lue,placed on IL with groin injury
9611,2006-12-16,Hawks, Joe Johnson,,activated from IL
9612,2006-12-16,Heat,, Chris Quinn,placed on IL
9613,2006-12-16,Heat, Dwyane Wade,,activated from IL
9614,2006-12-16,Knicks,, Quentin Richardson,placed on IL with back spasms
9615,2006-12-16,Knicks, Channing Frye,,activated from IL
9616,2006-12-16,Mavericks,, Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL
9617,2006-12-16,Mavericks, Jerry Stackhouse,,activated from IL
9618,2006-12-16,Nuggets,, Jamal Sampson,placed on IL
9619,2006-12-16,Nuggets, Nene / Nene Hilario / Maybyner Hilario,,activated from IL
9620,2006-12-16,Spurs,, Jackie Butler,placed on IL with flu
9621,2006-12-16,Spurs, Robert Horry,,activated from IL
9622,2006-12-17,Clippers,, Sam Cassell,placed on IL with sore left heel
9623,2006-12-17,Clippers, Yaroslav Korolev,,activated from IL
9624,2006-12-17,Jazz,, C.J. Miles,placed on IL
9625,2006-12-17,Jazz, Rafael Araujo,,activated from IL
9626,2006-12-17,Pistons,, Rasheed Wallace,placed on IL with sore ankles
9627,2006-12-17,Pistons, Amir Johnson,,activated from IL
9628,2006-12-17,Raptors,, Fred Jones,placed on IL with bruised left calf
9629,2006-12-17,Raptors, Uros Slokar,,activated from IL
9630,2006-12-18,Grizzlies,, Tarence Kinsey,placed on IL
9631,2006-12-18,Grizzlies, Stromile Swift,,activated from IL
9632,2006-12-18,Kings,, Kevin Martin,placed on IL with sprained right ankle
9633,2006-12-18,Kings, Maurice Taylor,,activated from IL
9634,2006-12-18,Mavericks,, Maurice Ager,placed on IL
9635,2006-12-18,Mavericks, Jose Juan Barea / Jose Barea / J.J. Barea,,activated from IL
9636,2006-12-18,Nets,, Josh Boone,placed on IL with migraine headache
9637,2006-12-18,Nets, Mile Ilic,,activated from IL
9638,2006-12-19,Bulls,, Viktor Khryapa,placed on IL
9639,2006-12-19,Bulls, Chris Duhon,,activated from IL
9640,2006-12-19,Raptors,, Jose Calderon,placed on IL with lower back injury
9641,2006-12-19,Raptors, Fred Jones,,activated from IL
9642,2006-12-19,Suns,, Sean Marks,placed on IL with elbow injury
9643,2006-12-19,Suns, Pat Burke,,activated from IL
9644,2006-12-20,76ers,, Steven Hunter,placed on IL with right knee tendinitis
9645,2006-12-20,Blazers,, Dan Dickau,placed on IL
9646,2006-12-20,Blazers, Brandon Roy,,activated from IL
9647,2006-12-20,Bobcats,, Sean May,placed on IL with sprained right ankle
9648,2006-12-20,Bobcats, Walter Herrmann,,activated from IL
9649,2006-12-20,Bucks,, Chris McCray,placed on IL
9650,2006-12-20,Bucks,, Lynn Greer,placed on IL
9651,2006-12-20,Bucks, Charlie Villanueva,,activated from IL
9652,2006-12-20,Bucks, Maurice Williams / Mo Williams,,activated from IL
9653,2006-12-20,Celtics,, Brian Scalabrine,placed on IL with flu
9654,2006-12-20,Celtics,, Kendrick Perkins,placed on IL with plantar fasciitis in left foot
9655,2006-12-20,Celtics, Michael Olowokandi,,activated from IL
9656,2006-12-20,Clippers,, Tim Thomas,placed on IL with bruised left elbow
9657,2006-12-20,Clippers, Sam Cassell,,activated from IL
9658,2006-12-20,Mavericks,, Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL
9659,2006-12-20,Mavericks, Anthony Johnson,,activated from IL
9660,2006-12-20,Nets,, Mile Ilic,placed on IL
9661,2006-12-20,Nets, Josh Boone,,activated from IL
9662,2006-12-20,Timberwolves,, Bracey Wright,placed on IL
9663,2006-12-20,Timberwolves, Mark Madsen,,activated from IL
9664,2006-12-21,Cavaliers,, Ira Newble,placed on IL
9665,2006-12-21,Cavaliers, Scot Pollard,,activated from IL
9666,2006-12-21,Kings,, Maurice Taylor,placed on IL
9667,2006-12-21,Kings, Kevin Martin,,activated from IL
9668,2006-12-21,Pistons,, Amir Johnson,placed on IL
9669,2006-12-21,Pistons, Rasheed Wallace,,activated from IL
9670,2006-12-22,76ers,, Andre Miller,placed on IL
9671,2006-12-22,76ers, Steven Hunter,,activated from IL
9672,2006-12-22,Bobcats,, Bernard Robinson,placed on IL
9673,2006-12-22,Bobcats, Brevin Knight,,activated from IL
9674,2006-12-22,Bucks,, Ruben Patterson,placed on IL with stomach virus
9675,2006-12-22,Bucks, Chris McCray,,activated from IL
9676,2006-12-22,Celtics,, Paul Pierce,placed on IL with stress reaction in left foot
9677,2006-12-22,Celtics, Brian Scalabrine,,activated from IL
9678,2006-12-22,Clippers,, Yaroslav Korolev,placed on IL
9679,2006-12-22,Clippers, Tim Thomas,,activated from IL
9680,2006-12-22,Hornets,, Bobby Jackson,placed on IL with cracked left rib
9681,2006-12-22,Kings,, Ron Artest / Metta World Peace,placed on IL with sore knees
9682,2006-12-22,Kings, Maurice Taylor,,activated from IL
9683,2006-12-22,Magic,, James Augustine,placed on IL
9684,2006-12-22,Magic, Jameer Nelson,,activated from IL
9685,2006-12-22,Mavericks,, Jerry Stackhouse,placed on IL with sprained left ankle
9686,2006-12-22,Mavericks, Jose Juan Barea / Jose Barea / J.J. Barea,,activated from IL
9687,2006-12-22,Nuggets, Jamal Sampson,,activated from IL
9688,2006-12-22,Raptors,, Uros Slokar,placed on IL
9689,2006-12-22,Raptors, Jose Calderon,,activated from IL
9690,2006-12-23,76ers,, Bobby Jones (Ray),placed on IL
9691,2006-12-23,76ers,, Steven Smith,placed on IL
9692,2006-12-23,76ers, Andre Miller,,activated from IL
9693,2006-12-23,76ers, Chris Webber,,activated from IL
9694,2006-12-23,Bobcats,, Brevin Knight,placed on IL with strained right groin
9695,2006-12-23,Bobcats, Bernard Robinson,,activated from IL
9696,2006-12-23,Bucks,, Chris McCray,placed on IL
9697,2006-12-23,Bucks, Ruben Patterson,,activated from IL
9698,2006-12-23,Bulls,, Andre Barrett,placed on IL
9699,2006-12-23,Bulls, P.J. Brown,,activated from IL
9700,2006-12-23,Grizzlies,, Stromile Swift,placed on IL with family illness
9701,2006-12-23,Grizzlies, Tarence Kinsey,,activated from IL
9702,2006-12-23,Hawks,, Craig Claxton / Speedy Claxton,placed on IL with back spasms
9703,2006-12-23,Hawks,, Josh Smith,placed on IL with hernia
9704,2006-12-23,Hawks, Esteban Batista,,activated from IL
9705,2006-12-23,Hawks, Tyronn Lue,,activated from IL
9706,2006-12-23,Heat,, Robert Hite,placed on IL
9707,2006-12-23,Heat, Chris Quinn,,activated from IL
9708,2006-12-23,Knicks,, Kelvin Cato,placed on IL
9709,2006-12-23,Knicks, Steve Francis,,activated from IL
9710,2006-12-23,Nets,, Nenad Krstic,placed on IL with torn ACL in left knee (out for season)
9711,2006-12-23,Nets, Mile Ilic,,activated from IL
9712,2006-12-23,Pacers,, Josh Powell,placed on IL
9713,2006-12-23,Pacers, Orien Greene,,activated from IL
9714,2006-12-23,Sonics,, Desmon Farmer,placed on IL
9715,2006-12-23,Sonics,, Rashard Lewis,placed on IL with torn tendon in right hand
9716,2006-12-23,Sonics, Danny Fortson,,activated from IL
9717,2006-12-23,Sonics, Ray Allen,,activated from IL
9718,2006-12-23,Spurs,, Robert Horry,placed on IL
9719,2006-12-23,Spurs, Eric Williams,,activated from IL
9720,2006-12-23,Timberwolves,, Trenton Hassell,placed on IL with flu
9721,2006-12-23,Timberwolves, Bracey Wright,,activated from IL
9722,2006-12-23,Warriors,, Mickael Pietrus,placed on IL with fractured nose
9723,2006-12-26,76ers,, Willie Green,placed on IL with calf injury
9724,2006-12-26,76ers, Bobby Jones (Ray),,activated from IL
9725,2006-12-26,Clippers,, Sam Cassell,placed on IL with foot injury
9726,2006-12-26,Clippers, Yaroslav Korolev,,activated from IL
9727,2006-12-26,Jazz,, Matt Harpring,placed on IL with stomach virus
9728,2006-12-26,Jazz, C.J. Miles,,activated from IL
9729,2006-12-26,Pacers,, Jermaine O'Neal,placed on IL with flu-like symptoms
9730,2006-12-26,Pacers, Josh Powell,,activated from IL
9731,2006-12-26,Rockets,, Yao Ming,placed on IL with broken bone in right knee
9732,2006-12-26,Rockets, Tracy McGrady,,activated from IL
9733,2006-12-26,Spurs,, Brent Barry,placed on IL with flu
9734,2006-12-26,Spurs,, Emanuel Ginobili / Manu Ginobili,placed on IL with flu
9735,2006-12-26,Spurs,, Matt Bonner,placed on IL with flu
9736,2006-12-26,Spurs, Jackie Butler,,activated from IL
9737,2006-12-26,Spurs, Robert Horry,,activated from IL
9738,2006-12-26,Suns,, Pat Burke,placed on IL
9739,2006-12-26,Suns, Sean Marks,,activated from IL
9740,2006-12-26,Timberwolves,, Bracey Wright,placed on IL
9741,2006-12-26,Timberwolves, Trenton Hassell,,activated from IL
9742,2006-12-26,Warriors, Mickael Pietrus,,activated from IL
9743,2006-12-27,Bucks,, Steve Blake,placed on IL with sprained back
9744,2006-12-27,Bucks, Chris McCray,,activated from IL
9745,2006-12-27,Cavaliers,, Scot Pollard,placed on IL
9746,2006-12-27,Cavaliers, Shannon Brown,,activated from IL
9747,2006-12-27,Celtics,, Delonte West,placed on IL with back spasms
9748,2006-12-27,Celtics, Kendrick Perkins,,activated from IL
9749,2006-12-27,Hawks,, Esteban Batista,placed on IL
9750,2006-12-27,Hawks,, Tyronn Lue,placed on IL with strained groin
9751,2006-12-27,Hawks, Craig Claxton / Speedy Claxton,,activated from IL
9752,2006-12-27,Hawks, Josh Childress,,activated from IL
9753,2006-12-27,Kings,, Shareef Abdur-Rahim,placed on IL with flu
9754,2006-12-27,Kings, Ron Artest / Metta World Peace,,activated from IL
9755,2006-12-27,Magic,, J.J. Redick,placed on IL
9756,2006-12-27,Magic,, Travis Diener,placed on IL
9757,2006-12-27,Magic, Hidayet Turkoglu / Hedo Turkoglu,,activated from IL
9758,2006-12-27,Magic, Keith Bogans,,activated from IL
9759,2006-12-27,Raptors,, Morris Peterson,placed on IL with sore right hamstring
9760,2006-12-27,Raptors, Uros Slokar,,activated from IL
9761,2006-12-27,Timberwolves,, Eddie Griffin,placed on IL with flu
9762,2006-12-27,Timberwolves, Bracey Wright,,activated from IL
9763,2006-12-28,Sonics,, Danny Fortson,placed on IL with knee injury
9764,2006-12-28,Sonics, Desmon Farmer,,activated from IL
9765,2006-12-28,Spurs,, Francisco Elson,placed on IL with torn right rotator cuff
9766,2006-12-28,Spurs,, Jackie Butler,placed on IL
9767,2006-12-28,Spurs,, James White,placed on IL
9768,2006-12-28,Spurs, Brent Barry,,activated from IL
9769,2006-12-28,Spurs, Emanuel Ginobili / Manu Ginobili,,activated from IL
9770,2006-12-28,Spurs, Matt Bonner,,activated from IL
9771,2006-12-28,Suns,, Sean Marks,placed on IL
9772,2006-12-28,Suns, Pat Burke,,activated from IL
9773,2006-12-29,76ers,, Chris Webber,placed on IL with bruised right foot
9774,2006-12-29,76ers, Steven Smith,,activated from IL
9775,2006-12-29,Cavaliers,, Anderson Varejao,placed on IL with strained neck / flu
9776,2006-12-29,Cavaliers,, Shannon Brown,placed on IL
9777,2006-12-29,Cavaliers, Dwayne Jones,,activated from IL
9778,2006-12-29,Cavaliers, Ira Newble,,activated from IL
9779,2006-12-29,Celtics,, Michael Olowokandi,placed on IL
9780,2006-12-29,Celtics, Delonte West,,activated from IL
9781,2006-12-29,Hawks,, Lorenzen Wright,placed on IL with left calf injury
9782,2006-12-29,Hawks, Esteban Batista,,activated from IL
9783,2006-12-29,Heat,, Dwyane Wade,placed on IL with sprained right wrist
9784,2006-12-29,Heat, Robert Hite,,activated from IL
9785,2006-12-29,Kings,, Jason Hart,placed on IL
9786,2006-12-29,Kings, Shareef Abdur-Rahim,,activated from IL
9787,2006-12-29,Pacers,, Josh Powell,placed on IL
9788,2006-12-29,Pacers, Jermaine O'Neal,,activated from IL
9789,2006-12-29,Raptors,, Uros Slokar,placed on IL
9790,2006-12-29,Raptors, Morris Peterson,,activated from IL
9791,2006-12-30,Bobcats,, Walter Herrmann,placed on IL
9792,2006-12-30,Bobcats, Sean May,,activated from IL
9793,2006-12-30,Bucks,, Chris McCray,placed on IL
9794,2006-12-30,Bucks, Steve Blake,,activated from IL
9795,2006-12-30,Bulls,, Kirk Hinrich,placed on IL with strained left groin
9796,2006-12-30,Bulls, Andre Barrett,,activated from IL
9797,2006-12-30,Cavaliers,, Dwayne Jones,placed on IL
9798,2006-12-30,Cavaliers, Anderson Varejao,,activated from IL
9799,2006-12-30,Grizzlies,, Brian Cardinal,placed on IL
9800,2006-12-30,Grizzlies, Stromile Swift,,activated from IL
9801,2006-12-30,Jazz,, C.J. Miles,placed on IL
9802,2006-12-30,Jazz, Matt Harpring,,activated from IL
9803,2006-12-30,Kings,, Kenny Thomas,placed on IL with flu
9804,2006-12-30,Kings, Jason Hart,,activated from IL
9805,2006-12-30,Magic,, Grant Hill,placed on IL with left foot injury
9806,2006-12-30,Magic,, Keyon Dooling,placed on IL with Achilles tendon injury
9807,2006-12-30,Magic, J.J. Redick,,activated from IL
9808,2006-12-30,Magic, Travis Diener,,activated from IL
9809,2006-12-30,Pacers,, Shawne Williams,placed on IL
9810,2006-12-30,Pacers, Rawle Marshall,,activated from IL
9811,2006-12-30,Warriors,, Anthony Roberson,placed on IL with sprained left big toe
9812,2006-12-30,Warriors, Anthony Roberson,,activated from IL
9813,2006-12-30,Warriors, Troy Murphy,,activated from IL
9814,2006-12-31,76ers,, Steven Smith,placed on IL
9815,2006-12-31,76ers, Willie Green,,activated from IL
9816,2006-12-31,Celtics,, Allan Ray,placed on IL
9817,2006-12-31,Celtics, Michael Olowokandi,,activated from IL
9818,2006-12-31,Knicks,, Steve Francis,placed on IL with right knee tendinitis
9819,2006-12-31,Knicks, Kelvin Cato,,activated from IL
9820,2006-12-31,Pistons,, Chauncey Billups,placed on IL with strained right calf muscle
9821,2006-12-31,Pistons, Amir Johnson,,activated from IL
9822,2006-12-31,Sonics,, Desmon Farmer,placed on IL
9823,2006-12-31,Sonics, Danny Fortson,,activated from IL
9824,2007-01-01,Bobcats,, Gerald Wallace,placed on IL with separated shoulder
9825,2007-01-01,Bobcats, Walter Herrmann,,activated from IL
9826,2007-01-01,Timberwolves,, Marko Jaric,placed on IL with sprained right thumb
9827,2007-01-01,Timberwolves, Eddie Griffin,,activated from IL
9828,2007-01-02,Cavaliers,, Ira Newble,placed on IL
9829,2007-01-02,Cavaliers, Scot Pollard,,activated from IL
9830,2007-01-02,Kings,, Jason Hart,placed on IL
9831,2007-01-02,Kings, Kenny Thomas,,activated from IL
9832,2007-01-02,Magic,, Pat Garrity,placed on IL
9833,2007-01-02,Magic, James Augustine,,activated from IL
9834,2007-01-02,Mavericks,, Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL
9835,2007-01-02,Mavericks, Maurice Ager,,activated from IL
9836,2007-01-02,Nuggets,, Nene / Nene Hilario / Maybyner Hilario,placed on IL with right knee injury
9837,2007-01-02,Nuggets, Julius Hodge,,activated from IL
9838,2007-01-02,Warriors,, Anthony Roberson,placed on IL with sprained left big toe
9839,2007-01-03,Bucks,, Charlie Villanueva,placed on IL
9840,2007-01-03,Bucks, Chris McCray,,activated from IL
9841,2007-01-03,Cavaliers,, Donyell Marshall,placed on IL with head injury
9842,2007-01-03,Cavaliers, Ira Newble,,activated from IL
9843,2007-01-03,Heat,, Antoine Walker,placed on IL for not meeting team conditioning standards
9844,2007-01-03,Heat,, James Posey,placed on IL for not meeting team conditioning standards
9845,2007-01-03,Heat, Dwyane Wade,,activated from IL
9846,2007-01-03,Heat, Wayne Simien,,activated from IL
9847,2007-01-03,Raptors,, Jorge Garbajosa,placed on IL with strained right calf
9848,2007-01-03,Raptors,, T.J. Ford,placed on IL with sprained right ankle
9849,2007-01-03,Raptors, Chris Bosh,,activated from IL
